Pathogen,Antibiotic,Region
Klebsiella pneumoniae,Ceftazidime,Argentina
Klebsiella pneumoniae,Ceftazidime,Bangladesh
Klebsiella pneumoniae,Ceftazidime,Bangladesh
Klebsiella pneumoniae,Ceftazidime,Bangladesh
Klebsiella pneumoniae,Ceftazidime,Bangladesh
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Switzerland
Klebsiella pneumoniae,Ceftazidime,Finland
Klebsiella pneumoniae,Ceftazidime,Finland
Klebsiella pneumoniae,Ceftazidime,Finland
Klebsiella pneumoniae,Ceftazidime,Finland
Klebsiella pneumoniae,Ceftazidime,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftazidime,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftazidime,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftazidime,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,India
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Japan
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Republic of Korea
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Malaysia
Klebsiella pneumoniae,Ceftazidime,Norway
Klebsiella pneumoniae,Ceftazidime,Norway
Klebsiella pneumoniae,Ceftazidime,Norway
Klebsiella pneumoniae,Ceftazidime,Norway
Klebsiella pneumoniae,Ceftazidime,Nepal
Klebsiella pneumoniae,Ceftazidime,Nepal
Klebsiella pneumoniae,Ceftazidime,Nepal
Klebsiella pneumoniae,Ceftazidime,Nepal
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Oman
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Philippines
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Saudi Arabia
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Thailand
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftazidime,Tunisia
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,United Arab Emirates
Klebsiella pneumoniae,Ceftriaxone,Bangladesh
Klebsiella pneumoniae,Ceftriaxone,Bangladesh
Klebsiella pneumoniae,Ceftriaxone,Bangladesh
Klebsiella pneumoniae,Ceftriaxone,Bangladesh
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Bahrain
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Switzerland
Klebsiella pneumoniae,Ceftriaxone,Finland
Klebsiella pneumoniae,Ceftriaxone,Finland
Klebsiella pneumoniae,Ceftriaxone,Finland
Klebsiella pneumoniae,Ceftriaxone,Finland
Klebsiella pneumoniae,Ceftriaxone,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftriaxone,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftriaxone,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftriaxone,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,India
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Japan
Klebsiella pneumoniae,Ceftriaxone,Lebanon
Klebsiella pneumoniae,Ceftriaxone,Lebanon
Klebsiella pneumoniae,Ceftriaxone,Lebanon
Klebsiella pneumoniae,Ceftriaxone,Lebanon
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Malaysia
Klebsiella pneumoniae,Ceftriaxone,Nepal
Klebsiella pneumoniae,Ceftriaxone,Nepal
Klebsiella pneumoniae,Ceftriaxone,Nepal
Klebsiella pneumoniae,Ceftriaxone,Nepal
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Oman
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Pakistan
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Philippines
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Saudi Arabia
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ceftriaxone,Thailand
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,United Arab Emirates
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Argentina
Klebsiella pneumoniae,Ciprofloxacin,Bangladesh
Klebsiella pneumoniae,Ciprofloxacin,Bangladesh
Klebsiella pneumoniae,Ciprofloxacin,Bangladesh
Klebsiella pneumoniae,Ciprofloxacin,Bangladesh
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Switzerland
Klebsiella pneumoniae,Ciprofloxacin,Finland
Klebsiella pneumoniae,Ciprofloxacin,Finland
Klebsiella pneumoniae,Ciprofloxacin,Finland
Klebsiella pneumoniae,Ciprofloxacin,Finland
Klebsiella pneumoniae,Ciprofloxacin,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ciprofloxacin,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ciprofloxacin,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ciprofloxacin,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,India
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Japan
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Republic of Korea
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lao People's Democratic Republic
Klebsiella pneumoniae,Ciprofloxacin,Lebanon
Klebsiella pneumoniae,Ciprofloxacin,Lebanon
Klebsiella pneumoniae,Ciprofloxacin,Lebanon
Klebsiella pneumoniae,Ciprofloxacin,Lebanon
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Malaysia
Klebsiella pneumoniae,Ciprofloxacin,Norway
Klebsiella pneumoniae,Ciprofloxacin,Norway
Klebsiella pneumoniae,Ciprofloxacin,Norway
Klebsiella pneumoniae,Ciprofloxacin,Norway
Klebsiella pneumoniae,Ciprofloxacin,Nepal
Klebsiella pneumoniae,Ciprofloxacin,Nepal
Klebsiella pneumoniae,Ciprofloxacin,Nepal
Klebsiella pneumoniae,Ciprofloxacin,Nepal
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Oman
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Pakistan
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Philippines
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Saudi Arabia
Klebsiella pneumoniae,Ciprofloxacin,Sweden
Klebsiella pneumoniae,Ciprofloxacin,Sweden
Klebsiella pneumoniae,Ciprofloxacin,Sweden
Klebsiella pneumoniae,Ciprofloxacin,Sweden
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Thailand
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Ciprofloxacin,Tunisia
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,United Arab Emirates
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Argentina
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Bahrain
Klebsiella pneumoniae,Co-trimoxazole,Switzerland
Klebsiella pneumoniae,Co-trimoxazole,Switzerland
Klebsiella pneumoniae,Co-trimoxazole,Switzerland
Klebsiella pneumoniae,Co-trimoxazole,Switzerland
Klebsiella pneumoniae,Co-trimoxazole,Finland
Klebsiella pneumoniae,Co-trimoxazole,Finland
Klebsiella pneumoniae,Co-trimoxazole,Finland
Klebsiella pneumoniae,Co-trimoxazole,Finland
Klebsiella pneumoniae,Co-trimoxazole,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Co-trimoxazole,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Co-trimoxazole,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Co-trimoxazole,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,India
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Republic of Korea
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Lao People's Democratic Republic
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Malaysia
Klebsiella pneumoniae,Co-trimoxazole,Norway
Klebsiella pneumoniae,Co-trimoxazole,Norway
Klebsiella pneumoniae,Co-trimoxazole,Norway
Klebsiella pneumoniae,Co-trimoxazole,Norway
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Oman
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Pakistan
Klebsiella pneumoniae,Co-trimoxazole,Philippines
Klebsiella pneumoniae,Co-trimoxazole,Philippines
Klebsiella pneumoniae,Co-trimoxazole,Philippines
Klebsiella pneumoniae,Co-trimoxazole,Philippines
Klebsiella pneumoniae,Co-trimoxazole,Saudi Arabia
Klebsiella pneumoniae,Co-trimoxazole,Saudi Arabia
Klebsiella pneumoniae,Co-trimoxazole,Saudi Arabia
Klebsiella pneumoniae,Co-trimoxazole,Saudi Arabia
Klebsiella pneumoniae,Co-trimoxazole,Sweden
Klebsiella pneumoniae,Co-trimoxazole,Sweden
Klebsiella pneumoniae,Co-trimoxazole,Sweden
Klebsiella pneumoniae,Co-trimoxazole,Sweden
Klebsiella pneumoniae,Co-trimoxazole,Thailand
Klebsiella pneumoniae,Co-trimoxazole,Thailand
Klebsiella pneumoniae,Co-trimoxazole,Thailand
Klebsiella pneumoniae,Co-trimoxazole,Thailand
Klebsiella pneumoniae,Colistin,United Arab Emirates
Klebsiella pneumoniae,Colistin,United Arab Emirates
Klebsiella pneumoniae,Colistin,United Arab Emirates
Klebsiella pneumoniae,Colistin,United Arab Emirates
Klebsiella pneumoniae,Colistin,Argentina
Klebsiella pneumoniae,Colistin,Argentina
Klebsiella pneumoniae,Colistin,Argentina
Klebsiella pneumoniae,Colistin,Argentina
Klebsiella pneumoniae,Colistin,Bahrain
Klebsiella pneumoniae,Colistin,Bahrain
Klebsiella pneumoniae,Colistin,Bahrain
Klebsiella pneumoniae,Colistin,Bahrain
Klebsiella pneumoniae,Colistin,Switzerland
Klebsiella pneumoniae,Colistin,Switzerland
Klebsiella pneumoniae,Colistin,Switzerland
Klebsiella pneumoniae,Colistin,Switzerland
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Colistin,Tunisia
Escherichia coli,Cefotaxime,United Arab Emirates
Escherichia coli,Cefotaxime,United Arab Emirates
Escherichia coli,Cefotaxime,United Arab Emirates
Escherichia coli,Cefotaxime,United Arab Emirates
Escherichia coli,Cefotaxime,Argentina
Escherichia coli,Cefotaxime,Argentina
Escherichia coli,Cefotaxime,Argentina
Escherichia coli,Cefotaxime,Argentina
Escherichia coli,Cefotaxime,Switzerland
Escherichia coli,Cefotaxime,Switzerland
Escherichia coli,Cefotaxime,Switzerland
Escherichia coli,Cefotaxime,Switzerland
Escherichia coli,Cefotaxime,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Cefotaxime,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Cefotaxime,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Cefotaxime,United Kingdom of Great Britain and Northern Ireland
Escherichia coli,Cefotaxime,India
Escherichia coli,Cefotaxime,India
Escherichia coli,Cefotaxime,India
Escherichia coli,Cefotaxime,India
Escherichia coli,Cefotaxime,Japan
Escherichia coli,Cefotaxime,Japan
Escherichia coli,Cefotaxime,Japan
Escherichia coli,Cefotaxime,Japan
Escherichia coli,Cefotaxime,Republic of Korea
Escherichia coli,Cefotaxime,Republic of Korea
Escherichia coli,Cefotaxime,Republic of Korea
Escherichia coli,Cefotaxime,Republic of Korea
Escherichia coli,Cefotaxime,Lebanon
Escherichia coli,Cefotaxime,Lebanon
Escherichia coli,Cefotaxime,Lebanon
Escherichia coli,Cefotaxime,Lebanon
Escherichia coli,Cefotaxime,Malaysia
Escherichia coli,Cefotaxime,Malaysia
Escherichia coli,Cefotaxime,Malaysia
Escherichia coli,Cefotaxime,Malaysia
Escherichia coli,Cefotaxime,Norway
Escherichia coli,Cefotaxime,Norway
Escherichia coli,Cefotaxime,Norway
Escherichia coli,Cefotaxime,Norway
Escherichia coli,Cefotaxime,Nepal
Escherichia coli,Cefotaxime,Nepal
Escherichia coli,Cefotaxime,Nepal
Escherichia coli,Cefotaxime,Nepal
Escherichia coli,Cefotaxime,Oman
Escherichia coli,Cefotaxime,Oman
Escherichia coli,Cefotaxime,Oman
Escherichia coli,Cefotaxime,Oman
Escherichia coli,Cefotaxime,Pakistan
Escherichia coli,Cefotaxime,Pakistan
Escherichia coli,Cefotaxime,Pakistan
Escherichia coli,Cefotaxime,Pakistan
Escherichia coli,Cefotaxime,Philippines
Escherichia coli,Cefotaxime,Philippines
Escherichia coli,Cefotaxime,Philippines
Escherichia coli,Cefotaxime,Philippines
Escherichia coli,Cefotaxime,Saudi Arabia
Escherichia coli,Cefotaxime,Saudi Arabia
Escherichia coli,Cefotaxime,Saudi Arabia
Escherichia coli,Cefotaxime,Saudi Arabia
Escherichia coli,Cefotaxime,Thailand
Escherichia coli,Cefotaxime,Thailand
Escherichia coli,Cefotaxime,Thailand
Escherichia coli,Cefotaxime,Thailand
Escherichia coli,Cefotaxime,Tunisia
Escherichia coli,Cefotaxime,Tunisia
Escherichia coli,Cefotaxime,Tunisia
Escherichia coli,Cefotaxime,Tunisia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ertapenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ertapenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ertapenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Bangladesh
Klebsiella pneumoniae,Imipenem,Bangladesh
Klebsiella pneumoniae,Imipenem,Bangladesh
Klebsiella pneumoniae,Imipenem,Bangladesh
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Imipenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Imipenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Imipenem,United Kingdom of Great Britain and Northern Ireland
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Nepal
Klebsiella pneumoniae,Imipenem,Nepal
Klebsiella pneumoniae,Imipenem,Nepal
Klebsiella pneumoniae,Imipenem,Nepal
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Sweden
Klebsiella pneumoniae,Imipenem,Sweden
Klebsiella pneumoniae,Imipenem,Sweden
Klebsiella pneumoniae,Imipenem,Sweden
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,Switzerland
Klebsiella pneumoniae,Levofloxacin,Switzerland
Klebsiella pneumoniae,Levofloxacin,Switzerland
